Location,Location_Type,Year,Month,Price_Studio,Price_1br,Price_2br,Price_3br,Price_4br,MoM_Price_Change,YoY_Price_Change
"Dover, NH","City",2018,6,880,1004,1245,1564,1724,-.8,
"Downey, CA","City",2018,6,1178,1402,1802,2449,2701,.1,2.2
"Doylestown, PA","City",2018,6,1141,1355,1636,2046,2277,.7,-.9
"Drexel Hill, PA","City",2018,6,759,901,1087,1360,1514,.1,.5
"Duarte, CA","City",2018,6,1263,1503,1932,2626,2895,.6,
"Dublin, CA","City",2018,6,2476,3043,3823,5143,6116,1,3
"Dublin, OH","City",2018,6,752,889,1145,1473,1714,1,0
"Duluth, GA","City",2018,6,1175,1232,1423,1868,2296,.3,2.6
"Duluth, MN","City",2018,6,584,677,866,1124,1349,.3,1
"Duncanville, TX","City",2018,6,852,1015,1262,1711,2179,-.1,.4
"Dundalk, MD","City",2018,6,772,937,1176,1512,1771,-.4,2.8
"Dunedin, FL","City",2018,6,848,969,1206,1594,1913,0,2.3
"Durham, NC","City",2018,6,784,929,1092,1473,1664,1.5,1.9
"Easley, SC","City",2018,6,625,711,854,1135,1343,.2,
"East Hartford, CT","City",2018,6,789,976,1222,1541,1727,.4,1.4
"East Haven, CT","City",2018,6,1026,1171,1429,1825,2130,.5,2.5
"East Lansing, MI","City",2018,6,624,773,956,1280,1494,-.1,.2
"East Orange, NJ","City",2018,6,1176,1306,1556,2007,2235,.8,4
"Eastpointe, MI","City",2018,6,669,809,1052,1398,1516,1.3,
"Eaton Rapids, MI","City",2018,6,590,728,913,1212,1349,-.9,
"Eden Prairie, MN","City",2018,6,1150,1417,1787,2531,2959,.7,1.7
"Edgewater, NJ","City",2018,6,3264,3624,4317,5567,6200,-.1,-.4
"Edgewood, MD","City",2018,6,851,1034,1298,1668,1954,.3,-.5
"Edinburg, TX","City",2018,6,588,592,769,962,1144,.2,-.3
"Edmond, OK","City",2018,6,721,799,1022,1399,1708,0,-1.3
"Edmonds, WA","City",2018,6,1455,1665,2074,3010,3580,2.8,8.3
"El Cajon, CA","City",2018,6,1129,1250,1622,2335,2858,-.9,.5
"El Cerrito, CA","City",2018,6,2243,2756,3462,4658,5539,-1.8,.1
"El Monte, CA","City",2018,6,1060,1261,1621,2203,2429,.8,10
"El Paso, TX","City",2018,6,548,687,837,1206,1440,.4,1
"Elgin, IL","City",2018,6,866,1005,1182,1512,1799,.6,1.1
"Elgin, SC","City",2018,6,776,980,1132,1496,1864,-1.1,-.2
"Elizabeth, NJ","City",2018,6,1063,1180,1406,1812,2018,0,-1.5
"Elizabethtown, KY","City",2018,6,522,562,746,1086,1315,-1,
"Elizabethtown, PA","City",2018,6,622,747,935,1201,1289,.2,
"Elk Grove Village, IL","City",2018,6,1000,1160,1365,1745,2077,.9,3.2
"Elk Grove, CA","City",2018,6,1202,1354,1717,2494,3026,-.3,.8
"Elkhart, IN","City",2018,6,588,698,926,1158,1329,-.6,
"Elkridge, MD","City",2018,6,1219,1480,1857,2387,2796,.3,2
"Elkton, MD","City",2018,6,876,1040,1255,1570,1748,.4,3
"Ellicott City, MD","City",2018,6,1220,1482,1859,2390,2799,1.1,2.4
"Elyria, OH","City",2018,6,580,694,865,1137,1204,.8,7.9
"Emeryville, CA","City",2018,6,1953,2400,3015,4057,4824,.8,.2
"Encinitas, CA","City",2018,6,1733,1919,2490,3585,4388,2.2,6.3
"Englewood, CO","City",2018,6,993,1213,1535,2230,2583,1.8,1.7
"Englewood, FL","City",2018,6,532,565,738,1020,1239,.2,2.1
"Englewood, NJ","City",2018,6,1434,1592,1897,2445,2724,-.1,.5
"Ephrata, PA","City",2018,6,570,679,856,1097,1180,.1,
"Erie, PA","City",2018,6,553,568,724,921,1004,.3,
"Erlanger, KY","City",2018,6,591,688,905,1263,1475,.4,.6
"Escondido, CA","City",2018,6,1301,1440,1869,2691,3293,1,4
"Essex, MD","City",2018,6,725,881,1105,1420,1664,.3,1
"Estero, FL","City",2018,6,1252,1351,1678,2177,2429,4.3,11.5
"Euclid, OH","City",2018,6,538,644,802,1055,1117,-.1,-.6
"Eugene, OR","City",2018,6,682,809,1076,1559,1878,-.4,.4
"Euless, TX","City",2018,6,825,984,1222,1657,2111,.7,5.6
"Evanston, IL","City",2018,6,1120,1299,1529,1955,2326,.7,1
"Evansville, IN","City",2018,6,619,662,861,1077,1187,0,1
"Everett, WA","City",2018,6,1177,1348,1678,2436,2897,1.3,3.1
"Fair Oaks, CA","City",2018,6,779,877,1113,1616,1961,1.6,-.8
"Fairbanks, AK","City",2018,6,713,846,1124,1636,1981,.3,.9
"Fairborn, OH","City",2018,6,560,619,806,1061,1222,.2,.6
"Fairburn, GA","City",2018,6,887,931,1075,1412,1735,1.5,8.7
"Fairfax, VA","City",2018,6,1806,1897,2192,2891,3585,1.6,4.7
"Fairfield, CA","City",2018,6,1051,1311,1639,2386,2888,.5,3.8
"Fairfield, OH","City",2018,6,704,820,1078,1505,1757,-.1,2.9
"Fairview, OR","City",2018,6,1362,1515,1788,2602,3150,.3,
"Fall River, MA","City",2018,6,760,852,1035,1314,1544,-.4,1.9
"Falls Church, VA","City",2018,6,1378,1447,1672,2205,2735,1,-.4
"Fargo, ND","City",2018,6,534,654,834,1215,1387,.1,.9
"Farmington, MI","City",2018,6,768,928,1208,1604,1740,-.4,1
"Fayetteville, AR","City",2018,6,547,581,750,1076,1310,.1,-2.3
"Fayetteville, GA","City",2018,6,944,991,1144,1502,1846,-.8,.2
"Fayetteville, NC","City",2018,6,619,623,771,1071,1324,.4,2.2
"Federal Way, WA","City",2018,6,1214,1390,1731,2512,2988,.3,7
"Fenton, MI","City",2018,6,630,755,991,1312,1422,-.2,-.3
"Ferndale, MI","City",2018,6,597,722,939,1248,1354,-.5,
"Fishers, IN","City",2018,6,834,968,1198,1606,1831,.5,.1
"Flagstaff, AZ","City",2018,6,921,1092,1356,1712,2027,-.2,
"Fleming Island, FL","City",2018,6,1193,1531,1874,2480,3143,3.6,
"Flint, MI","City",2018,6,461,546,726,956,1036,.5,.4
"Florence, KY","City",2018,6,634,738,970,1355,1582,.3,2
"Florham Park, NJ","City",2018,6,3309,3675,4378,5645,6287,-.3,8.3
"Florissant, MO","City",2018,6,678,769,998,1322,1543,.1,.4
"Flower Mound, TX","City",2018,6,1518,1809,2247,3047,3881,.7,-.1
"Flushing, MI","City",2018,6,486,577,766,1010,1094,0,
"Folsom, CA","City",2018,6,1273,1434,1818,2641,3204,1.9,4.4
"Fontana, CA","City",2018,6,887,1061,1327,1865,2298,.6,3.8
"Forest Grove, OR","City",2018,6,1078,1199,1414,2059,2492,-.1,
"Forest Lake, MN","City",2018,6,716,883,1113,1577,1844,-.1,-1.8
"Forest Park, GA","City",2018,6,774,812,938,1231,1513,.5,5.5
"Fort Collins, CO","City",2018,6,835,950,1163,1693,2049,.4,.1
"Fort Lauderdale, FL","City",2018,6,925,1144,1451,1997,2405,.3,2.3
"Fort Lee, NJ","City",2018,6,1850,2054,2447,3155,3514,1.3,7.4
"Fort Mill, SC","City",2018,6,873,966,1127,1519,1907,.9,4.3
"Fort Myers, FL","City",2018,6,840,907,1126,1461,1629,2.5,5.4
"Fort Pierce, FL","City",2018,6,779,808,1005,1403,1728,6.3,14.9
"Fort Smith, AR","City",2018,6,486,502,661,876,1058,.2,1.8
"Fort Walton Beach, FL","City",2018,6,849,906,1068,1541,1870,3.7,8.9
"Fort Wayne, IN","City",2018,6,517,599,760,976,1089,.2,1
"Fort Worth, TX","City",2018,6,770,917,1140,1546,1969,.6,1.5
"Fountain Hills, AZ","City",2018,6,857,1041,1297,1887,2189,2,2.1
"Fountain Valley, CA","City",2018,6,1560,1856,2386,3242,3575,.3,3.5
"Fox Lake, IL","City",2018,6,806,936,1101,1408,1675,0,
"Framingham, MA","City",2018,6,1305,1489,1847,2321,2558,-.4,.1
"Frankfort, KY","City",2018,6,520,594,756,1059,1254,.5,1.3
"Franklin, IN","City",2018,6,635,738,913,1224,1396,.3,2.2
"Franklin, TN","City",2018,6,953,1061,1304,1737,2042,1.1,3.2
"Frederick, MD","City",2018,6,1268,1332,1539,2029,2517,.6,3.1
"Fredericksburg, VA","City",2018,6,1352,1420,1640,2164,2681,.2,.6
"Fremont, CA","City",2018,6,2428,2984,3749,5044,5998,.9,5.7
"Fresno, CA","City",2018,6,774,820,1025,1453,1698,.1,2.3
"Friendswood, TX","City",2018,6,990,1123,1374,1873,2380,-.3,-1
"Frisco, TX","City",2018,6,1057,1260,1566,2123,2704,0,-1.7
"Fullerton, CA","City",2018,6,1295,1541,1980,2691,2967,.1,1.8
"Gainesville, FL","City",2018,6,680,781,957,1283,1459,.4,.1
"Gainesville, GA","City",2018,6,772,817,974,1251,1383,.2,.2
"Gainesville, VA","City",2018,6,2012,2113,2441,3219,3992,.3,-1.3
"Gaithersburg, MD","City",2018,6,1448,1520,1756,2316,2872,.6,.3
"Gallatin, TN","City",2018,6,788,878,1078,1436,1689,.2,3.1
"Galveston, TX","City",2018,6,767,870,1064,1451,1844,-1.3,-3.5
"Garden City, MI","City",2018,6,717,866,1127,1497,1624,.1,
"Garden Grove, CA","City",2018,6,1368,1628,2092,2843,3134,-.2,1
"Gardner, KS","City",2018,6,713,902,1106,1512,1711,.5,2.8
"Garland, TX","City",2018,6,827,985,1224,1660,2114,.4,.2
"Garner, NC","City",2018,6,803,994,1147,1495,1839,1,1.7
"Gary, IN","City",2018,6,670,778,915,1171,1393,-.8,-3.7
"Gastonia, NC","City",2018,6,611,677,789,1064,1336,.1,.3
"Georgetown, TX","City",2018,6,1003,1216,1501,2033,2446,.3,1.6
"Germantown, MD","City",2018,6,1611,1692,1954,2577,3196,1.2,2.3
"Gig Harbor, WA","City",2018,6,1469,1686,2104,3051,3626,1.6,
"Gilbert, AZ","City",2018,6,958,1164,1451,2111,2449,1.4,7
"Gilroy, CA","City",2018,6,1594,1874,2348,3260,3758,-.3,
"Gladstone, OR","City",2018,6,1366,1520,1794,2611,3160,.1,.4
"Glassboro, NJ","City",2018,6,839,996,1203,1505,1675,-.5,4.9
"Glen Allen, VA","City",2018,6,1230,1290,1488,1973,2403,1.5,5.4
"Glen Burnie, MD","City",2018,6,965,1172,1471,1891,2214,.4,.8
"Glen Cove, NY","City",2018,6,1778,1975,2353,3033,3378,.9,6.4
"Glen Ellyn, IL","City",2018,6,874,1015,1194,1527,1817,.3,2.5
"Glendale Heights, IL","City",2018,6,980,1137,1337,1710,2035,-.3,-2.7
"Glendale, AZ","City",2018,6,737,895,1115,1623,1883,.2,2.6
"Glendale, CA","City",2018,6,1182,1407,1808,2457,2709,.9,2.8
"Glendora, CA","City",2018,6,1419,1689,2170,2949,3251,.6,1.8
"Glenolden, PA","City",2018,6,808,959,1158,1449,1613,.5,1.3
"Glenwood, IL","City",2018,6,823,956,1124,1438,1711,-.1,
"Golden, CO","City",2018,6,1019,1232,1551,2247,2606,1.2,.8
"Goodlettsville, TN","City",2018,6,846,942,1157,1542,1813,-.4,2.1
"Goodyear, AZ","City",2018,6,930,1130,1408,2050,2378,.4,1.7
"Goose Creek, SC","City",2018,6,935,1073,1277,1692,2186,-.5,2.4
"Grand Blanc, MI","City",2018,6,610,731,960,1271,1378,.4,1.2
"Grand Forks, ND","City",2018,6,495,599,781,1093,1300,-.1,-1.1
"Grand Junction, CO","City",2018,6,619,633,841,1224,1481,-2.3,-6.4
"Grand Ledge, MI","City",2018,6,475,588,727,973,1136,0,
"Grand Prairie, TX","City",2018,6,838,999,1241,1683,2144,.7,.8
"Grand Rapids, MI","City",2018,6,620,759,922,1306,1442,0,2.1
"Grandview, MO","City",2018,6,526,666,816,1115,1262,-.4,-.3
"Grandville, MI","City",2018,6,593,726,881,1248,1378,.9,
"Grapevine, TX","City",2018,6,885,1054,1310,1776,2262,.2,-.5
"Grayson, GA","City",2018,6,1238,1299,1500,1970,2421,-.6,-4.8
"Greenbelt, MD","City",2018,6,1313,1379,1593,2101,2606,-.1,-3.1
"Greensboro, NC","City",2018,6,647,725,856,1146,1357,.6,2.4
"Greenville, NC","City",2018,6,679,683,862,1208,1406,-.1,.9
"Greenville, SC","City",2018,6,631,718,862,1146,1357,1.1,1.7
"Greenwood, IN","City",2018,6,621,721,893,1197,1364,-.2,1.2
"Greer, SC","City",2018,6,637,762,922,1230,1425,1.3,6
"Gresham, OR","City",2018,6,1258,1400,1652,2404,2910,.1,1.4
"Gretna, NE","City",2018,6,706,888,1110,1494,1638,.4,
"Grove City, OH","City",2018,6,698,825,1063,1368,1591,0,2.3
"Gulf Breeze, FL","City",2018,6,1040,1051,1259,1745,2218,,
"Gulfport, MS","City",2018,6,640,671,775,1088,1299,.4,-4.3
"Gurnee, IL","City",2018,6,1042,1209,1422,1819,2164,.9,.5
"Hackensack, NJ","City",2018,6,1299,1442,1718,2215,2467,-.7,-.4
"Hales Corners, WI","City",2018,6,849,1032,1279,1612,1809,1.7,5.5
"Haltom City, TX","City",2018,6,641,764,950,1288,1640,-.2,.2
"Hamburg, NY","City",2018,6,729,737,897,1140,1317,3.3,4.4
"Hamilton, OH","City",2018,6,567,660,868,1212,1416,.2,1.4
"Hammond, IN","City",2018,6,723,839,986,1262,1501,-.1,1.5
"Hampton, VA","City",2018,6,866,870,1047,1462,1824,.4,2.5
"Hanahan, SC","City",2018,6,807,926,1102,1460,1886,.5,5.9
"Hanover Park, IL","City",2018,6,1037,1204,1416,1811,2155,2,
"Harker Heights, TX","City",2018,6,540,544,721,1022,1270,-.3,.7
"Harlingen, TX","City",2018,6,599,607,786,1038,1221,.4,1.3
"Harrisburg, PA","City",2018,6,653,790,983,1266,1355,.7,0
"Harrisburg, SD","City",2018,6,595,716,887,1201,1417,.9,
"Harrisonburg, VA","City",2018,6,685,690,879,1183,1548,.2,1.5
"Hartford, CT","City",2018,6,703,871,1090,1374,1540,.1,.2
"Haslett, MI","City",2018,6,505,625,773,1036,1209,1,.4
"Hatfield, PA","City",2018,6,1001,1188,1435,1795,1997,4.3,8.3
"Hattiesburg, MS","City",2018,6,663,764,929,1242,1294,-.3,1.5
"Haverhill, MA","City",2018,6,1076,1227,1522,1912,2108,-1,4.7
"Hawthorne, CA","City",2018,6,1003,1194,1534,2085,2299,0,3.4
"Hayward, CA","City",2018,6,1857,2282,2868,3858,4588,.7,2.9
"Hazel Park, MI","City",2018,6,631,762,992,1317,1429,0,
"Hazelwood, MO","City",2018,6,592,672,872,1155,1348,.1,.3
"Helotes, TX","City",2018,6,881,1085,1364,1804,2166,-2.6,
"Hemet, CA","City",2018,6,814,973,1218,1711,2108,.2,4.1
"Henderson, NV","City",2018,6,866,1059,1312,1910,2301,.4,1.3
"Hendersonville, NC","City",2018,6,667,677,846,1125,1477,1.1,
"Hendersonville, TN","City",2018,6,892,993,1219,1625,1910,.4,4.4
"Hermosa Beach, CA","City",2018,6,1824,2171,2790,3791,4181,.2,-.4
"Herndon, VA","City",2018,6,1782,1872,2162,2852,3536,0,-.9
"Herriman, UT","City",2018,6,898,1111,1379,1986,2281,1.3,8.1
"Hershey, PA","City",2018,6,663,734,923,1198,1347,.6,0
"Hesperia, CA","City",2018,6,847,1013,1267,1780,2193,.9,
"Hialeah, FL","City",2018,6,897,1109,1407,1936,2332,.1,3.9
"High Point, NC","City",2018,6,647,707,843,1141,1337,1.1,2.4
"Highland Park, IL","City",2018,6,1084,1258,1480,1893,2252,-.1,
"Highland Park, MI","City",2018,6,488,590,767,1019,1106,3.7,4.5
"Highland, CA","City",2018,6,680,814,1018,1430,1762,-.1,.2
"Hilliard, OH","City",2018,6,620,733,945,1216,1415,.1,-1.7
"Hillsboro, OR","City",2018,6,1527,1699,2004,2917,3531,.4,-1.6
"Hilton, NY","City",2018,6,752,889,1101,1379,1519,2.1,7.3
"Hinesville, GA","City",2018,6,651,708,817,1148,1432,-.5,-.4
"Hingham, MA","City",2018,6,1826,2084,2584,3247,3579,-1,
"Hoboken, NJ","City",2018,6,1978,2196,2616,3373,3757,.8,.5
"Hoffman Estates, IL","City",2018,6,942,1094,1287,1646,1958,0,-2.5
"Holiday, FL","City",2018,6,742,847,1055,1394,1673,-1.6,-2.9
"Holland, MI","City",2018,6,598,732,889,1259,1390,.9,1.1
"Holly Springs, NC","City",2018,6,862,1043,1214,1611,1899,1.1,3.7
"Holly, MI","City",2018,6,577,692,909,1203,1304,-.9,
"Hollywood, FL","City",2018,6,905,1119,1419,1953,2352,.5,2.2
"Holt, MI","City",2018,6,569,704,871,1166,1361,0,
"Homestead, FL","City",2018,6,926,1145,1452,1999,2407,.8,2.6
"Homewood, IL","City",2018,6,901,1046,1230,1574,1873,.2,3.1
"Honolulu, HI","City",2018,6,1352,1514,2011,2927,3523,-1.1,-5.2
"Hope Mills, NC","City",2018,6,640,644,797,1108,1370,1.1,8.8
"Hopewell, VA","City",2018,6,751,788,909,1205,1468,-.5,
"Hopkins, MN","City",2018,6,904,1114,1405,1989,2326,.7,7.6
"Hopkinsville, KY","City",2018,6,400,489,632,868,965,.4,
"Horn Lake, MS","City",2018,6,773,863,1020,1386,1625,-.1,.5
"Horsham, PA","City",2018,6,954,1133,1367,1711,1904,.5,.9
"Houston, TX","City",2018,6,742,841,1029,1404,1784,.3,3.7
"Howell, MI","City",2018,6,755,913,1188,1577,1711,1.6,4.8
"Humble, TX","City",2018,6,909,1031,1261,1719,2185,1,4.1
"Huntersville, NC","City",2018,6,984,1090,1271,1713,2152,1.5,.6
"Huntington Beach, CA","City",2018,6,1528,1819,2337,3176,3502,-.7,-1
"Huntsville, AL","City",2018,6,563,646,777,1056,1369,.6,.9
"Hurst, TX","City",2018,6,748,891,1108,1502,1913,.4,5.7
"Hutto, TX","City",2018,6,974,1181,1458,1975,2377,3.2,2.8
"Hyattsville, MD","City",2018,6,1243,1306,1508,1989,2467,1,2.7
"Idaho Falls, ID","City",2018,6,547,628,834,1149,1377,1,
"Imperial Beach, CA","City",2018,6,1162,1287,1670,2404,2942,0,1.3
"Independence, MO","City",2018,6,576,729,893,1221,1382,0,.5
"Indianapolis, IN","City",2018,6,596,692,857,1149,1309,.3,1.8
"Indio, CA","City",2018,6,808,967,1209,1699,2093,.2,.7
"Inglewood, CA","City",2018,6,999,1189,1527,2076,2289,0,3.1
"Inkster, MI","City",2018,6,538,650,846,1123,1219,-.2,-1.2
"Inver Grove Heights, MN","City",2018,6,818,1008,1271,1800,2104,-.5,2.1
"Iowa City, IA","City",2018,6,721,855,1123,1612,1966,.6,1.5
"Irmo, SC","City",2018,6,691,872,1007,1332,1660,1.2,
"Irvine, CA","City",2018,6,1758,2092,2688,3654,4029,.5,2.9
"Irving, TX","City",2018,6,816,972,1208,1637,2086,.4,1.8
"Jackson, MI","City",2018,6,491,603,768,1011,1065,.5,-1.4
"Jackson, MS","City",2018,6,588,696,841,1063,1229,.4,5.1
"Jacksonville Beach, FL","City",2018,6,906,1163,1424,1884,2387,-.6,3.3
"Jacksonville, AR","City",2018,6,503,582,704,950,1130,-.3,-2.5
"Jacksonville, FL","City",2018,6,681,874,1069,1415,1793,.5,2.6
"Jacksonville, NC","City",2018,6,579,583,710,1033,1251,.9,1
"Jefferson City, MO","City",2018,6,474,507,664,956,1046,0,.5
"Jensen Beach, FL","City",2018,6,894,928,1154,1612,1984,-1,-3.8
"Jersey City, NJ","City",2018,6,1424,1581,1884,2429,2705,.1,-1.2
"Johnson City, TN","City",2018,6,483,532,683,874,1011,.8,-.4
"Joliet, IL","City",2018,6,883,1025,1206,1542,1835,.5,1.5
"Jonesboro, AR","City",2018,6,474,587,719,986,1004,0,-1
"Jonesboro, GA","City",2018,6,953,999,1154,1515,1862,.5,5.1
"Junction City, KS","City",2018,6,566,569,756,1093,1329,-.6,-2.7
"Jupiter, FL","City",2018,6,1099,1268,1597,2210,2683,.6,.9
"Kalamazoo, MI","City",2018,6,578,709,881,1199,1374,.2,1.3
"Kansas City, KS","City",2018,6,569,720,882,1206,1365,-.6,-.7
"Kansas City, MO","City",2018,6,585,741,908,1242,1405,.5,1.1
"Katy, TX","City",2018,6,1019,1155,1414,1927,2449,.2,4.2
"Keller, TX","City",2018,6,1114,1328,1650,2237,2850,.4,2.4
"Kemah, TX","City",2018,6,1032,1170,1432,1952,2480,-1,4
"Kenmore, WA","City",2018,6,1518,1738,2164,3142,3736,.9,.6
"Kennesaw, GA","City",2018,6,1140,1196,1381,1814,2229,.4,3.8
"Kennewick, WA","City",2018,6,649,790,978,1335,1723,.2,1.7
"Kent, OH","City",2018,6,561,647,859,1104,1184,.4,1.1
"Kent, WA","City",2018,6,1273,1458,1815,2635,3134,.9,3.8
"Kernersville, NC","City",2018,6,703,755,906,1236,1439,.9,4.8
"Killeen, TX","City",2018,6,560,564,748,1060,1317,.1,.8
"King of Prussia, PA","City",2018,6,1049,1245,1503,1880,2093,.6,1.6
"Kingsport, TN","City",2018,6,435,463,612,803,883,-2.6,
"Kirkland, WA","City",2018,6,1478,1692,2107,3059,3638,1.7,.2
"Kissimmee, FL","City",2018,6,939,1023,1229,1635,1972,.5,4.9
"Knoxville, TN","City",2018,6,610,776,952,1239,1598,.3,4.3
"Kokomo, IN","City",2018,6,534,581,772,1044,1064,-.2,-1.4
"La Habra, CA","City",2018,6,1295,1541,1980,2691,2967,-.1,3.5
"La Mesa, CA","City",2018,6,1266,1402,1819,2619,3205,.2,1.1
"La Mirada, CA","City",2018,6,1534,1826,2346,3189,3516,.5,3.1
"La Quinta, CA","City",2018,6,932,1115,1395,1960,2415,0,1.5
"La Vista, NE","City",2018,6,648,815,1019,1371,1504,.6,1.4
"LaGrange, GA","City",2018,6,639,670,774,1016,1249,.5,
"Lacey, WA","City",2018,6,871,963,1189,1731,2096,.1,4.4
"Lafayette, CO","City",2018,6,1454,1641,1993,2835,3318,-1.6,
"Lafayette, IN","City",2018,6,595,656,800,1096,1363,.1,.2
"Lafayette, LA","City",2018,6,569,681,812,1076,1200,-.2,-2
"Laguna Beach, CA","City",2018,6,1794,2136,2744,3730,4112,1.9,5.3
"Laguna Hills, CA","City",2018,6,1668,1985,2551,3467,3823,.4,2.4
"Laguna Niguel, CA","City",2018,6,1536,1828,2349,3192,3520,1.2,1.6
"Lake Charles, LA","City",2018,6,552,697,870,1129,1283,-2,-.3
"Lake Elsinore, CA","City",2018,6,1265,1510,1913,2646,3099,-.2,3.9
"Lake Forest, CA","City",2018,6,1574,1873,2407,3272,3607,.6,2.7
"Lake Jackson, TX","City",2018,6,707,802,981,1338,1700,1.6,5.7
"Lake Mary, FL","City",2018,6,1229,1343,1609,2140,2575,-.6,2
"Lake Oswego, OR","City",2018,6,1498,1667,1966,2862,3464,.6,.4
"Lake Worth, FL","City",2018,6,858,1061,1345,1852,2230,1,3.4
"Lakeland, FL","City",2018,6,780,794,1035,1372,1729,-.1,1.1
"Lakeside, CA","City",2018,6,1172,1298,1684,2425,2967,.6,3.2
"Lakeville, MN","City",2018,6,993,1224,1544,2186,2556,.2,4.1
"Lakewood, CA","City",2018,6,1443,1718,2208,3000,3308,-.2,.1
"Lakewood, NJ","City",2018,6,1345,1494,1779,2294,2555,0,
"Lakewood, OH","City",2018,6,558,668,832,1094,1159,.5,2.7
"Lakewood, WA","City",2018,6,1002,1147,1429,2074,2466,.6,5.1
"Lancaster, CA","City",2018,6,1163,1369,1761,2405,2673,.3,4.9
"Lancaster, OH","City",2018,6,657,777,1001,1287,1498,-.5,-.2
"Lancaster, PA","City",2018,6,676,806,1015,1301,1400,0,-1.5
"Lancaster, TX","City",2018,6,751,895,1113,1508,1921,0,2.4
"Lansdale, PA","City",2018,6,1096,1301,1570,1965,2186,1.7,4.5
"Lansdowne, PA","City",2018,6,796,945,1141,1428,1589,-.1,2
"Lansing, IL","City",2018,6,772,896,1055,1349,1605,.1,-.4
"Lansing, MI","City",2018,6,561,695,859,1151,1343,.1,1.9
"Lapeer, MI","City",2018,6,571,690,898,1193,1294,.1,.7
"Laredo, TX","City",2018,6,614,656,837,1107,1268,0,1.1
"Largo, FL","City",2018,6,839,958,1193,1578,1893,1.7,8.2
"Larkspur, CA","City",2018,6,2368,2911,3657,4920,5850,1.2,2.8
"Las Cruces, NM","City",2018,6,502,585,710,1021,1251,0,.5
"Las Vegas, NV","City",2018,6,752,920,1140,1659,1999,.5,4.9
"Laughlin, NV","City",2018,6,649,793,983,1431,1724,5.2,19
"Laurel, MD","City",2018,6,1224,1341,1590,2080,2533,.4,-1.8
"Lawrence, KS","City",2018,6,599,711,931,1338,1609,.2,2
"Lawrence, MA","City",2018,6,1195,1364,1691,2125,2342,.4,2.8
"Lawrenceville, GA","City",2018,6,1084,1137,1313,1724,2119,.4,1.7
"Lawton, OK","City",2018,6,492,499,659,924,1041,-.1,-.1
"Layton, UT","City",2018,6,715,859,1101,1572,1844,.6,5.3
"League City, TX","City",2018,6,1078,1222,1495,2038,2591,.1,2.2
"Leawood, KS","City",2018,6,905,1146,1405,1921,2174,1.8,-3.8
"Lebanon, IN","City",2018,6,549,637,789,1057,1206,-.9,.6
"Lebanon, OH","City",2018,6,662,771,1014,1416,1653,0,2.8
"Leesburg, VA","City",2018,6,1633,1715,1982,2614,3241,1.7,2.4
"Lehigh Acres, FL","City",2018,6,725,782,972,1261,1406,-.1,
"Lemon Grove, CA","City",2018,6,1235,1368,1774,2555,3126,.8,2.3
"Lenexa, KS","City",2018,6,746,944,1157,1582,1790,.7,2.5
"Levittown, PA","City",2018,6,1013,1203,1452,1817,2022,.2,.8
"Lewisville, TX","City",2018,6,848,1011,1256,1703,2169,.5,4.5
"Lexington Park, MD","City",2018,6,994,1210,1411,1903,2428,1.9,3.5
"Lexington, KY","City",2018,6,578,662,849,1213,1496,.5,-1.3
"Lexington, MA","City",2018,6,2842,3242,4020,5052,5568,1.4,1.1
"Lexington, SC","City",2018,6,737,931,1075,1422,1772,1,3.9
"Liberty, MO","City",2018,6,588,745,913,1248,1412,.1,4.3
"Lilburn, GA","City",2018,6,1078,1130,1306,1714,2107,.6,3.5
"Lincoln Park, MI","City",2018,6,570,688,896,1190,1291,-.2,1.2
"Lincoln, NE","City",2018,6,554,646,851,1212,1464,.2,.3
"Lindsay, CA","City",2018,6,541,544,711,1031,1184,-.2,
"Lisle, IL","City",2018,6,1000,1160,1365,1745,2077,1.7,-3.6
"Lithia Springs, GA","City",2018,6,958,1005,1160,1523,1872,.3,5
"Lithonia, GA","City",2018,6,1013,1063,1228,1612,1981,0,6.7
"Little Rock, AR","City",2018,6,615,713,862,1162,1383,-.1,.3
"Littleton, CO","City",2018,6,1196,1461,1849,2687,3112,.6,.9
"Livermore, CA","City",2018,6,1977,2404,3018,4091,4829,.3,1.8
"Liverpool, NY","City",2018,6,654,731,923,1209,1321,1.4,-1.6
"Livonia, MI","City",2018,6,777,940,1223,1624,1762,.2,2.9
"Lodi, CA","City",2018,6,624,742,979,1426,1725,0,
"Logan, UT","City",2018,6,449,567,695,1012,1137,.2,4.5
"Loganville, GA","City",2018,6,1080,1133,1309,1718,2112,.1,5.4
"Loma Linda, CA","City",2018,6,857,1025,1282,1801,2219,1.6,-.2
"Lombard, IL","City",2018,6,1115,1294,1522,1946,2316,1.2,-1.7
"Lone Tree, CO","City",2018,6,1303,1591,2014,2926,3389,.8,2
"Long Beach, CA","City",2018,6,1155,1374,1766,2400,2646,0,2.1
"Long Branch, NJ","City",2018,6,1476,1639,1953,2518,2805,1.4,3.5
"Longboat Key, FL","City",2018,6,1369,1472,1891,2595,3154,.2,3.6
"Longmont, CO","City",2018,6,917,1038,1267,1814,2144,.6,2.8
"Longview, TX","City",2018,6,707,771,938,1209,1463,.3,-.6
"Lorain, OH","City",2018,6,486,581,724,952,1009,0,-1.5
"Los Altos, CA","City",2018,6,3288,3864,4844,6723,7750,2.7,9.7
"Los Angeles, CA","City",2018,6,1143,1361,1748,2376,2620,.2,1.6
